"","UID","Taxon","Abundance","taxon_lumped","taxon_lumped2","non.alga.flag","motile_sessile","Notes"
"6369","Meay Channel MID 2017 1","Ulva prolifera",0.5,"Ulva prolifera","Ulva","Algae","sessile",""
"6370","Meay Channel MID 2017 1","Unknown turf",4,"Unknown turf","Unknown turf","Algae","sessile",""
"6371","Meay Channel MID 2017 10","Acrosiphonia sp.",6,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6372","Meay Channel MID 2017 10","bare rock",4,"Bare rock","Bare rock","Substratum",NA,""
"6373","Meay Channel MID 2017 10","Halosaccion glandiforme",0.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6374","Meay Channel MID 2017 10","Hildenbrandia occidentalis",31,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6375","Meay Channel MID 2017 10","Hildenbrandia rubra",0.5,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6376","Meay Channel MID 2017 10","Leathesia marina",0.5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6377","Meay Channel MID 2017 10","Lomentaria hakodatensis",0.5,"Lomentaria hakodatensis","Lomentaria hakodatensis","Algae","sessile",""
"6378","Meay Channel MID 2017 10","Mastocarpus alaskensis",0.5,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"6379","Meay Channel MID 2017 10","Neorhodomela aculeata",3,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6380","Meay Channel MID 2017 10","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"6381","Meay Channel MID 2017 10","Polysiphonia paniculata",0.5,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"6382","Meay Channel MID 2017 10","Punctaria sp.",1,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6383","Meay Channel MID 2017 10","Scytosiphon dotyi",0.5,"Scytosiphon dotyi","Scytosiphon dotyi","Algae","sessile",""
"6384","Meay Channel MID 2017 10","Ulva lactuca",58,"Ulva lactuca","Ulva","Algae","sessile",""
"6385","Meay Channel MID 2017 10","Ulva prolifera",3,"Ulva prolifera","Ulva","Algae","sessile",""
"6386","Meay Channel MID 2017 2","Acrosiphonia sp.",11,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6387","Meay Channel MID 2017 2","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"6388","Meay Channel MID 2017 2","Barnacle",2,"Barnacles","Barnacles","Animal","sessile",""
"6389","Meay Channel MID 2017 2","Clam shell",7,"Clam shell","Clam shell","Substratum",NA,""
"6390","Meay Channel MID 2017 2","Fucus distichus",8,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6391","Meay Channel MID 2017 2","Halosaccion glandiforme",2,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6392","Meay Channel MID 2017 2","Hildenbrandia occidentalis",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6393","Meay Channel MID 2017 2","Hildenbrandia rubra",2,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6394","Meay Channel MID 2017 2","Leathesia marina",0.5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6395","Meay Channel MID 2017 2","Monostroma grevillei",7,"Monostroma grevillei","Monostroma grevillei","Algae","sessile",""
"6396","Meay Channel MID 2017 2","Neorhodomela aculeata",6,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6397","Meay Channel MID 2017 2","Petalonia fascia",1,"Petalonia fascia","Petalonia fascia","Algae","sessile",""
"6398","Meay Channel MID 2017 2","Punctaria sp.",1,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6399","Meay Channel MID 2017 2","Ulva lactuca",39,"Ulva lactuca","Ulva","Algae","sessile",""
"6400","Meay Channel MID 2017 3","Acrosiphonia sp.",0.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6401","Meay Channel MID 2017 3","bare rock",7,"Bare rock","Bare rock","Substratum",NA,""
"6402","Meay Channel MID 2017 3","Coralline crust",0.5,NA,NA,NA,NA,NA
"6403","Meay Channel MID 2017 3","Cryptosiphonia woodii",9,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6404","Meay Channel MID 2017 3","Fucus distichus",67,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6405","Meay Channel MID 2017 3","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6406","Meay Channel MID 2017 3","Hildenbrandia occidentalis",4,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6407","Meay Channel MID 2017 3","Hildenbrandia rubra",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6408","Meay Channel MID 2017 3","Mastocarpus agardhii",2,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"6409","Meay Channel MID 2017 3","Monostroma grevillei",1,"Monostroma grevillei","Monostroma grevillei","Algae","sessile",""
"6410","Meay Channel MID 2017 3","Neorhodomela aculeata",3,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6411","Meay Channel MID 2017 3","Odonthalia floccosa",2,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"6412","Meay Channel MID 2017 3","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"6413","Meay Channel MID 2017 3","Pterosiphonia bipinnata",0.5,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6414","Meay Channel MID 2017 3","Punctaria sp.",0.5,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6415","Meay Channel MID 2017 3","Ralfsioid",0.5,"Ralfsioid","Ralfsioid","Algae","sessile",""
"6416","Meay Channel MID 2017 3","Ulva lactuca",37,"Ulva lactuca","Ulva","Algae","sessile",""
"6417","Meay Channel MID 2017 3","Ulva prolifera",0.5,"Ulva prolifera","Ulva","Algae","sessile",""
"6418","Meay Channel MID 2017 3","Wildmania amplissima",1,"Wildmania amplissima","Pyropia","Algae","sessile",""
"6419","Meay Channel MID 2017 4","bare rock",8,"Bare rock","Bare rock","Substratum",NA,""
"6420","Meay Channel MID 2017 4","Barnacle",6,"Barnacles","Barnacles","Animal","sessile",""
"6421","Meay Channel MID 2017 4","Clam shell",8,"Clam shell","Clam shell","Substratum",NA,""
"6422","Meay Channel MID 2017 4","Farlowia mollis",0.5,"Farlowia mollis","Farlowia mollis","Algae","sessile",""
"6423","Meay Channel MID 2017 4","Fucus distichus",3,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6424","Meay Channel MID 2017 4","Halosaccion glandiforme",2,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6425","Meay Channel MID 2017 4","Hildenbrandia occidentalis",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6426","Meay Channel MID 2017 4","Hildenbrandia rubra",3,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6427","Meay Channel MID 2017 4","Monostroma grevillei",2,"Monostroma grevillei","Monostroma grevillei","Algae","sessile",""
"6428","Meay Channel MID 2017 4","Neorhodomela aculeata",9,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6429","Meay Channel MID 2017 4","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"6430","Meay Channel MID 2017 4","Pterosiphonia bipinnata",43,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6431","Meay Channel MID 2017 4","Punctaria sp.",1,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6432","Meay Channel MID 2017 4","Ralfsioid",0.5,"Ralfsioid","Ralfsioid","Algae","sessile",""
"6433","Meay Channel MID 2017 4","Ulva lactuca",24,"Ulva lactuca","Ulva","Algae","sessile",""
"6434","Meay Channel MID 2017 5","",1,NA,NA,NA,NA,NA
"6435","Meay Channel MID 2017 5","bare rock",15,"Bare rock","Bare rock","Substratum",NA,""
"6436","Meay Channel MID 2017 5","Barnacle",2,"Barnacles","Barnacles","Animal","sessile",""
"6437","Meay Channel MID 2017 5","Cladophora sericea",10,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6438","Meay Channel MID 2017 5","Clam shell",5,"Clam shell","Clam shell","Substratum",NA,""
"6439","Meay Channel MID 2017 5","Coralline crust",1,NA,NA,NA,NA,NA
"6440","Meay Channel MID 2017 5","Cryptosiphonia woodii",1,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6441","Meay Channel MID 2017 5","Erythrotrichia carnea",0.5,"Erythrotrichia carnea","Erythrotrichia carnea","Algae","sessile",""
"6442","Meay Channel MID 2017 5","Fucus distichus",11,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6443","Meay Channel MID 2017 5","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6444","Meay Channel MID 2017 5","Hildenbrandia occidentalis",5,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6445","Meay Channel MID 2017 5","Hildenbrandia rubra",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6446","Meay Channel MID 2017 5","Limpet",3,"Limpet","Limpet","Animal","motile",""
"6447","Meay Channel MID 2017 5","Monostroma grevillei",12,"Monostroma grevillei","Monostroma grevillei","Algae","sessile",""
"6448","Meay Channel MID 2017 5","Neorhodomela aculeata",0.5,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6449","Meay Channel MID 2017 5","Palmaria mollis",1,"Palmaria mollis","Palmaria mollis","Algae","sessile",""
"6450","Meay Channel MID 2017 5","Pterosiphonia bipinnata",13,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6451","Meay Channel MID 2017 5","Punctaria sp.",2,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6452","Meay Channel MID 2017 5","Scytosiphon lomentaria",0.5,"Scytosiphon lomentaria","Scytosiphon lomentaria","Algae","sessile",""
"6453","Meay Channel MID 2017 5","Ulva lactuca",16,"Ulva lactuca","Ulva","Algae","sessile",""
"6454","Meay Channel MID 2017 5","Ulva prolifera",1,"Ulva prolifera","Ulva","Algae","sessile",""
"6455","Meay Channel MID 2017 6","Acrosiphonia sp.",4.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6456","Meay Channel MID 2017 6","bare rock",2,"Bare rock","Bare rock","Substratum",NA,""
"6457","Meay Channel MID 2017 6","Barnacle",1,"Barnacles","Barnacles","Animal","sessile",""
"6458","Meay Channel MID 2017 6","Clam shell",2,"Clam shell","Clam shell","Substratum",NA,""
"6459","Meay Channel MID 2017 6","Erythrotrichia carnea",0.5,"Erythrotrichia carnea","Erythrotrichia carnea","Algae","sessile",""
"6460","Meay Channel MID 2017 6","Fucus distichus",2.5,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6461","Meay Channel MID 2017 6","Halosaccion glandiforme",8,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6462","Meay Channel MID 2017 6","Hildenbrandia rubra",35,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6463","Meay Channel MID 2017 6","Monostroma grevillei",4,"Monostroma grevillei","Monostroma grevillei","Algae","sessile",""
"6464","Meay Channel MID 2017 6","Neorhodomela aculeata",9,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6465","Meay Channel MID 2017 6","Palmaria mollis",1.5,"Palmaria mollis","Palmaria mollis","Algae","sessile",""
"6466","Meay Channel MID 2017 6","Pterosiphonia bipinnata",4,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6467","Meay Channel MID 2017 6","Punctaria sp.",1,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6468","Meay Channel MID 2017 6","Ralfsioid",1,"Ralfsioid","Ralfsioid","Algae","sessile",""
"6469","Meay Channel MID 2017 6","Ulva lactuca",28,"Ulva lactuca","Ulva","Algae","sessile",""
"6470","Meay Channel MID 2017 6","Ulva prolifera",1,"Ulva prolifera","Ulva","Algae","sessile",""
"6471","Meay Channel MID 2017 7","Acrosiphonia sp.",4,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6472","Meay Channel MID 2017 7","bare rock",4,"Bare rock","Bare rock","Substratum",NA,""
"6473","Meay Channel MID 2017 7","Barnacle",0.5,"Barnacles","Barnacles","Animal","sessile",""
"6474","Meay Channel MID 2017 7","Clam shell",5,"Clam shell","Clam shell","Substratum",NA,""
"6475","Meay Channel MID 2017 7","Crab",2,"Crab","Crab","Animal","motile",""
"6476","Meay Channel MID 2017 7","Fucus distichus",25,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6477","Meay Channel MID 2017 7","Halosaccion glandiforme",7,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6478","Meay Channel MID 2017 7","Hildenbrandia occidentalis",3,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6479","Meay Channel MID 2017 7","Hildenbrandia rubra",20,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6480","Meay Channel MID 2017 7","Lomentaria hakodatensis",1,"Lomentaria hakodatensis","Lomentaria hakodatensis","Algae","sessile",""
"6481","Meay Channel MID 2017 7","Monostroma grevillei",4,"Monostroma grevillei","Monostroma grevillei","Algae","sessile",""
"6482","Meay Channel MID 2017 7","Neorhodomela aculeata",2,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6483","Meay Channel MID 2017 7","Petrocelis",9,"Petrocelis","Petrocelis","Algae","sessile",""
"6484","Meay Channel MID 2017 7","Pterosiphonia bipinnata",4,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6485","Meay Channel MID 2017 7","Ralfsioid",0.5,"Ralfsioid","Ralfsioid","Algae","sessile",""
"6486","Meay Channel MID 2017 7","Ulva lactuca",14,"Ulva lactuca","Ulva","Algae","sessile",""
"6487","Meay Channel MID 2017 7","Ulva prolifera",1,"Ulva prolifera","Ulva","Algae","sessile",""
"6488","Meay Channel MID 2017 7","Wildmania amplissima",6,"Wildmania amplissima","Pyropia","Algae","sessile",""
"6489","Meay Channel MID 2017 8","Acrosiphonia sp.",27,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6490","Meay Channel MID 2017 8","bare rock",16,"Bare rock","Bare rock","Substratum",NA,""
"6491","Meay Channel MID 2017 8","Barnacle",0.5,"Barnacles","Barnacles","Animal","sessile",""
"6492","Meay Channel MID 2017 8","Ceramium pacificum",2,"Ceramium pacificum","Ceramium pacificum","Algae","sessile",""
"6493","Meay Channel MID 2017 8","Cladophora sericea",5,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6494","Meay Channel MID 2017 8","Clam shell",10,"Clam shell","Clam shell","Substratum",NA,""
"6495","Meay Channel MID 2017 8","Cryptosiphonia woodii",9,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6496","Meay Channel MID 2017 8","Fucus distichus",5,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6497","Meay Channel MID 2017 8","Halosaccion glandiforme",9,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6498","Meay Channel MID 2017 8","Hildenbrandia occidentalis",6,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6499","Meay Channel MID 2017 8","Leathesia marina",0.5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6500","Meay Channel MID 2017 8","Mazzaella oregona",1,"Mazzaella oregona","Mazzaella oregona","Algae","sessile",""
"6501","Meay Channel MID 2017 8","Mazzaella parvula",1,"Mazzaella parvula","Mazzaella parvula","Algae","sessile",""
"6502","Meay Channel MID 2017 8","Neorhodomela aculeata",2,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6503","Meay Channel MID 2017 8","Palmaria mollis",3,"Palmaria mollis","Palmaria mollis","Algae","sessile",""
"6504","Meay Channel MID 2017 8","Petrocelis",0.5,"Petrocelis","Petrocelis","Algae","sessile",""
"6505","Meay Channel MID 2017 8","Pterosiphonia bipinnata",4,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6506","Meay Channel MID 2017 8","Ulva lactuca",62,"Ulva lactuca","Ulva","Algae","sessile",""
"6507","Meay Channel MID 2017 8","Unknown turf",2,"Unknown turf","Unknown turf","Algae","sessile",""
"6508","Meay Channel MID 2017 8","Wildmania amplissima",2,"Wildmania amplissima","Pyropia","Algae","sessile",""
"6509","Meay Channel MID 2017 9","Acrosiphonia sp.",2,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6510","Meay Channel MID 2017 9","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"6511","Meay Channel MID 2017 9","Cladophora sericea",2,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6512","Meay Channel MID 2017 9","Clam shell",8,"Clam shell","Clam shell","Substratum",NA,""
"6513","Meay Channel MID 2017 9","Halosaccion glandiforme",1.5,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6514","Meay Channel MID 2017 9","Hildenbrandia occidentalis",16,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6515","Meay Channel MID 2017 9","Leathesia marina",0.5,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6516","Meay Channel MID 2017 9","Pterosiphonia bipinnata",4,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6517","Meay Channel MID 2017 9","Punctaria sp.",0.5,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6518","Meay Channel MID 2017 9","Ulva lactuca",89,"Ulva lactuca","Ulva","Algae","sessile",""
"6519","Meay Channel MID 2017 9","Ulva prolifera",1,"Ulva prolifera","Ulva","Algae","sessile",""
"6520","Meay Channel MID 2017 9","Wildmania amplissima",0.5,"Wildmania amplissima","Pyropia","Algae","sessile",""
"6521","Meay Channel MID 2018 1","Acrosiphonia sp.",0.5,"Acrosiphonia","Acrosiphonia","Algae","sessile",""
"6522","Meay Channel MID 2018 1","bare rock",8,"Bare rock","Bare rock","Substratum",NA,""
"6523","Meay Channel MID 2018 1","Barnacle",5,"Barnacles","Barnacles","Animal","sessile",""
"6524","Meay Channel MID 2018 1","Cladophora sericea",0.5,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6525","Meay Channel MID 2018 1","Cryptosiphonia woodii",10,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6526","Meay Channel MID 2018 1","Fucus distichus",1,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6527","Meay Channel MID 2018 1","Halosaccion glandiforme",8,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6528","Meay Channel MID 2018 1","Hildenbrandia occidentalis",7,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6529","Meay Channel MID 2018 1","Leathesia marina",2,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6530","Meay Channel MID 2018 1","Limpet",5,"Limpet","Limpet","Animal","motile",""
"6531","Meay Channel MID 2018 1","Mastocarpus agardhii",2,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"6532","Meay Channel MID 2018 1","Mastocarpus alaskensis",1,"Mastocarpus alaskensis","Mastocarpus","Algae","sessile","REVISIT"
"6533","Meay Channel MID 2018 1","Neorhodomela aculeata",6,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6534","Meay Channel MID 2018 1","Ralfsioid",0.5,"Ralfsioid","Ralfsioid","Algae","sessile",""
"6535","Meay Channel MID 2018 1","Snail",2,"Snail","Snail","Animal","motile",""
"6536","Meay Channel MID 2018 1","Ulva lobata",4,"Ulva lobata","Ulva","Algae","sessile",""
"6537","Meay Channel MID 2018 10","Barnacle",1,"Barnacles","Barnacles","Animal","sessile",""
"6538","Meay Channel MID 2018 10","Cladophora sericea",5,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6539","Meay Channel MID 2018 10","Cryptosiphonia woodii",1,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6540","Meay Channel MID 2018 10","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6541","Meay Channel MID 2018 10","Hildenbrandia rubra",11,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6542","Meay Channel MID 2018 10","Leathesia marina",1,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6543","Meay Channel MID 2018 10","Limpet",4,"Limpet","Limpet","Animal","motile",""
"6544","Meay Channel MID 2018 10","Mastocarpus latissimus",1,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6545","Meay Channel MID 2018 10","Neorhodomela aculeata",2,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6546","Meay Channel MID 2018 10","Pagarus sp.",1,"Pagarus sp.","Pagarus sp.","Animal","motile",""
"6547","Meay Channel MID 2018 10","Ralfsioid",0.5,"Ralfsioid","Ralfsioid","Algae","sessile",""
"6548","Meay Channel MID 2018 10","Scytosiphon lomentaria",0.5,"Scytosiphon lomentaria","Scytosiphon lomentaria","Algae","sessile",""
"6549","Meay Channel MID 2018 10","Ulva lobata",2,"Ulva lobata","Ulva","Algae","sessile",""
"6550","Meay Channel MID 2018 10","Ulva prolifera",0.5,"Ulva prolifera","Ulva","Algae","sessile",""
"6551","Meay Channel MID 2018 2","bare rock",3,"Bare rock","Bare rock","Substratum",NA,""
"6552","Meay Channel MID 2018 2","Barnacle",6,"Barnacles","Barnacles","Animal","sessile",""
"6553","Meay Channel MID 2018 2","Crab",2,"Crab","Crab","Animal","motile",""
"6554","Meay Channel MID 2018 2","Cryptosiphonia woodii",2,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6555","Meay Channel MID 2018 2","Fucus distichus",5,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6556","Meay Channel MID 2018 2","Halosaccion glandiforme",4,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6557","Meay Channel MID 2018 2","Hildenbrandia rubra",4,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6558","Meay Channel MID 2018 2","Leathesia marina",1,"Leathesia marina","Leathesia marina","Algae","sessile",""
"6559","Meay Channel MID 2018 2","Limpet",14,"Limpet","Limpet","Animal","motile",""
"6560","Meay Channel MID 2018 2","Mastocarpus intermedius",1,"Mastocarpus intermedius","Mastocarpus","Algae","sessile","REVISIT"
"6561","Meay Channel MID 2018 2","Neorhodomela aculeata",7,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6562","Meay Channel MID 2018 2","Punctaria sp.",2,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6563","Meay Channel MID 2018 2","Pyropia perforata",1,"Pyropia perforata","Pyropia","Algae","sessile",""
"6564","Meay Channel MID 2018 2","Ulva lobata",57,"Ulva lobata","Ulva","Algae","sessile",""
"6565","Meay Channel MID 2018 3","bare rock",28,"Bare rock","Bare rock","Substratum",NA,""
"6566","Meay Channel MID 2018 3","Barnacle",8,"Barnacles","Barnacles","Animal","sessile",""
"6567","Meay Channel MID 2018 3","Cryptosiphonia woodii",1,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6568","Meay Channel MID 2018 3","Erythrotrichia carnea",0.5,"Erythrotrichia carnea","Erythrotrichia carnea","Algae","sessile",""
"6569","Meay Channel MID 2018 3","Fucus distichus",31,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6570","Meay Channel MID 2018 3","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6571","Meay Channel MID 2018 3","Hildenbrandia occidentalis",4,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6572","Meay Channel MID 2018 3","Hildenbrandia rubra",1,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6573","Meay Channel MID 2018 3","Mastocarpus agardhii",1,"Mastocarpus agardhii","Mastocarpus","Algae","sessile","M. agardhii is distinct from others, but we will have to do something with these!!"
"6574","Meay Channel MID 2018 3","Neorhodomela aculeata",1,"Neorhodomela aculeata","Neorhodomela aculeata","Algae","sessile",""
"6575","Meay Channel MID 2018 3","Odonthalia floccosa",1,"Odonthalia floccosa","Odonthalia floccosa","Algae","sessile","These are distinct"
"6576","Meay Channel MID 2018 3","Pagarus sp.",2,"Pagarus sp.","Pagarus sp.","Animal","motile",""
"6577","Meay Channel MID 2018 3","Pterosiphonia bipinnata",2,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6578","Meay Channel MID 2018 3","Snail",2,"Snail","Snail","Animal","motile",""
"6579","Meay Channel MID 2018 3","Spongites tumidum",3,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"6580","Meay Channel MID 2018 3","Ulva lobata",22,"Ulva lobata","Ulva","Algae","sessile",""
"6581","Meay Channel MID 2018 3","Ulva prolifera",0.5,"Ulva prolifera","Ulva","Algae","sessile",""
"6582","Meay Channel MID 2018 4","",0.5,NA,NA,NA,NA,NA
"6583","Meay Channel MID 2018 4","Anemone",3,"Anemone","Anemone","Animal","sessile",""
"6584","Meay Channel MID 2018 4","bare rock",12,"Bare rock","Bare rock","Substratum",NA,""
"6585","Meay Channel MID 2018 4","Cladophora sericea",2,"Cladophora sericea","Cladophora sericea","Algae","sessile",""
"6586","Meay Channel MID 2018 4","Crab",1,"Crab","Crab","Animal","motile",""
"6587","Meay Channel MID 2018 4","Cryptosiphonia woodii",2,"Cryptosiphonia woodii","Cryptosiphonia woodii","Algae","sessile",""
"6588","Meay Channel MID 2018 4","Fucus distichus",22,"Fucus distichus","Fucus distichus","Algae","sessile",""
"6589","Meay Channel MID 2018 4","Gammaridae",4,"Gammaridae","Gammaridae","Animal","motile",""
"6590","Meay Channel MID 2018 4","Halosaccion glandiforme",1,"Halosaccion glandiforme","Halosaccion glandiforme","Algae","sessile",""
"6591","Meay Channel MID 2018 4","Hildenbrandia rubra",5,"Hildenbrandia","Hildenbrandia","Algae","sessile",""
"6592","Meay Channel MID 2018 4","Limpet",6,"Limpet","Limpet","Animal","motile",""
"6593","Meay Channel MID 2018 4","Mastocarpus latissimus",3,"Mastocarpus latissimus","Mastocarpus","Algae","sessile","REVISIT"
"6594","Meay Channel MID 2018 4","Microcladia borealis",4,"Microcladia borealis","Microcladia borealis","Algae","sessile",""
"6595","Meay Channel MID 2018 4","Mopalia sp.",1,"Mopalia sp.","Mopalia sp.","Animal","motile",""
"6596","Meay Channel MID 2018 4","Neorhodomela oregona",8,"Neorhodomela oregona","Neorhodomela oregona","Algae","sessile",""
"6597","Meay Channel MID 2018 4","Pholidae",1,"Pholidae","Pholidae","Animal","motile",""
"6598","Meay Channel MID 2018 4","Polysiphonia pacifica",0.5,"Polysiphonia","Polysiphonia","Algae","sessile","Likely need to lump these"
"6599","Meay Channel MID 2018 4","Pterosiphonia bipinnata",3,"Pterosiphonia bipinnata","Pterosiphonia bipinnata","Algae","sessile",""
"6600","Meay Channel MID 2018 4","Punctaria sp.",0.5,"Punctaria sp.","Punctaria sp.","Algae","sessile",""
"6601","Meay Channel MID 2018 4","Spongites tumidum",0.5,"Spongites tumidum","Spongites tumidum","Algae","sessile",""
"6602","Meay Channel MID 2018 4","Tonicella sp.",2,"Tonicella sp.","Tonicella sp.","Animal","motile",""
"6603","Meay Channel MID 2018 4","Ulva lobata",48,"Ulva lobata","Ulva","Algae","sessile",""
"6604","Meay Channel MID 2018 4","Unknown turf",3,"Unknown turf","Unknown turf","Algae","sessile",""
"6605","Meay Channel MID 2018 5","bare rock",6,"Bare rock","Bare rock","Substratum",NA,""
