"","event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline"
"142",142,3571,3571,3571,1,1987-10-11,1987-10-11,1987-10-11,3.5739,3.5739,NA,3.5739,0.8565,0.8565,NA,0.8565,16.5,16.5,NA,16.5,3.1294,4.3682
"143",143,3589,3589,3589,1,1987-10-29,1987-10-29,1987-10-29,2.8568,2.8568,NA,2.8568,0.0677,0.0677,NA,0.0677,13.5,13.5,NA,13.5,1.616,1.3851
"144",144,3598,3599,3601,4,1987-11-07,1987-11-08,1987-11-10,5.3692,7.0599,1.5821,21.4768,2.3569,4.0545,1.5957,9.4277,14.75,16.5,1.7078,59,2.2889,1.8811
"145",145,3609,3610,3611,3,1987-11-18,1987-11-19,1987-11-20,5.768,8.2683,2.4527,17.3041,2.453,4.951,2.4683,7.3591,14,16.5,2.5,42,4.5986,4.57
"146",146,3616,3617,3617,2,1987-11-25,1987-11-26,1987-11-26,3.8263,3.8627,0.0515,7.6526,0.3704,0.4026,0.0456,0.7407,11.5,11.5,0,23,1.4071,2.4327
"147",147,3621,3621,3621,1,1987-11-30,1987-11-30,1987-11-30,6.6164,6.6164,NA,6.6164,3.1123,3.1123,NA,3.1123,14,14,NA,14,3.5605,5.9412
"148",148,3628,3628,3628,1,1987-12-07,1987-12-07,1987-12-07,4.4479,4.4479,NA,4.4479,0.8658,0.8658,NA,0.8658,11.5,11.5,NA,11.5,2.0347,1.4662
"149",149,3647,3648,3648,2,1987-12-26,1987-12-27,1987-12-27,3.9348,3.9389,0.0057,7.8697,0.0016,0.0016,0,0.0032,10.5,10.5,0,21,1.6758,5.4945
"150",150,3671,3671,3671,1,1988-01-19,1988-01-19,1988-01-19,4.522,4.522,NA,4.522,0.6129,0.6129,NA,0.6129,11.5,11.5,NA,11.5,4.4676,4.0285
"151",151,3707,3707,3707,1,1988-02-24,1988-02-24,1988-02-24,5.2394,5.2394,NA,5.2394,1.7245,1.7245,NA,1.7245,13,13,NA,13,2.9636,2.5366
"152",152,3727,3727,3730,4,1988-03-15,1988-03-15,1988-03-18,3.9678,5.1782,1.4478,15.8712,0.6986,1.8961,1.4459,2.7942,12.875,14,1.4361,51.5,4.4455,1.2718
"153",153,3762,3762,3762,1,1988-04-19,1988-04-19,1988-04-19,4.0154,4.0154,NA,4.0154,0.6397,0.6397,NA,0.6397,15.5,15.5,NA,15.5,2.4074,2.5919
"154",154,3769,3769,3771,3,1988-04-26,1988-04-26,1988-04-28,2.7747,5.3705,3.1468,8.3242,-0.7619,1.851,3.1515,-2.2857,15,17.5,3.1225,45,7.4058,1.8961
"155",155,3783,3783,3784,2,1988-05-10,1988-05-10,1988-05-11,4.7625,5.056,0.415,9.5251,1.3033,1.5855,0.3992,2.6065,18.25,18.5,0.3536,36.5,3.4134,1.0869
"156",156,3852,3853,3853,2,1988-07-18,1988-07-19,1988-07-19,4.3855,4.8567,0.6664,8.771,1.6716,2.1474,0.6729,3.3432,22.5,23,0.7071,45,1.4423,3.0564
"157",157,3889,3889,3893,5,1988-08-24,1988-08-24,1988-08-28,3.2917,6.7409,2.5339,16.4583,0.4955,3.9148,2.5312,2.4774,20.9,24.5,2.5593,104.5,4.5716,1.5342
"158",158,3898,3899,3899,2,1988-09-02,1988-09-03,1988-09-03,6.2363,8.5262,3.2383,12.4727,3.5761,5.8665,3.239,7.1523,23.25,25.5,3.182,46.5,3.7459,8.9178
"159",159,3927,3931,3931,5,1988-10-01,1988-10-05,1988-10-05,2.58,3.8263,1.0772,12.8999,-0.0698,1.1829,1.08,-0.3488,16.5,17.5,1,82.5,0.5134,1.8812
"160",160,3936,3936,3936,1,1988-10-10,1988-10-10,1988-10-10,4.4445,4.4445,NA,4.4445,1.7435,1.7435,NA,1.7435,17.5,17.5,NA,17.5,2.6275,1.8706
"161",161,3946,3946,3946,1,1988-10-20,1988-10-20,1988-10-20,2.767,2.767,NA,2.767,0.0677,0.0677,NA,0.0677,14.5,14.5,NA,14.5,3.6267,1.3747
"162",162,3966,3966,3966,1,1988-11-09,1988-11-09,1988-11-09,3.1796,3.1796,NA,3.1796,0.1674,0.1674,NA,0.1674,12.5,12.5,NA,12.5,2.6197,3.8816
"163",163,3977,3977,3977,1,1988-11-20,1988-11-20,1988-11-20,3.8658,3.8658,NA,3.8658,0.5155,0.5155,NA,0.5155,12,12,NA,12,4.0975,0.9051
"164",164,3987,3991,3991,5,1988-11-30,1988-12-04,1988-12-04,3.1275,7.3313,4.6277,15.6375,-0.4007,3.7735,4.6154,-2.0033,10.4,14.5,4.588,52,0.7211,7.9562
"165",165,4136,4137,4139,4,1989-04-28,1989-04-29,1989-05-01,5.9103,7.5818,1.9029,23.6413,2.355,4.0284,1.9043,9.42,18.375,20,1.8875,73.5,3.2366,2.2941
"166",166,4166,4166,4166,1,1989-05-28,1989-05-28,1989-05-28,6.0273,6.0273,NA,6.0273,3.1181,3.1181,NA,3.1181,21,21,NA,21,3.9359,6.5642
"167",167,4170,4172,4173,4,1989-06-01,1989-06-03,1989-06-04,5.2982,7.6408,1.6562,21.1928,2.4592,4.81,1.6626,9.8368,20.625,23,1.7017,82.5,1.8358,3.2283
"168",168,4192,4192,4193,2,1989-06-23,1989-06-23,1989-06-24,3.7657,4.5449,1.102,7.5314,0.98,1.7542,1.0949,1.96,20.25,21,1.0607,40.5,1.9452,2.2268
"169",169,4198,4198,4198,1,1989-06-29,1989-06-29,1989-06-29,3.1267,3.1267,NA,3.1267,0.3506,0.3506,NA,0.3506,20,20,NA,20,2.4238,3.0736
"170",170,4268,4269,4273,6,1989-09-07,1989-09-08,1989-09-12,4.3977,7.9399,2.5247,26.3864,1.7545,5.2803,2.5173,10.5273,20.8333,24.5,2.6013,125,4.7499,1.3602
"171",171,4295,4299,4299,5,1989-10-04,1989-10-08,1989-10-08,2.9474,3.6924,0.937,14.7368,0.2939,1.0216,0.9302,1.4696,16.5,17,0.866,82.5,0.5663,3.3754
"172",172,4330,4331,4331,2,1989-11-08,1989-11-09,1989-11-09,3.6198,4.1796,0.7917,7.2395,0.611,1.1674,0.7869,1.2219,13,13.5,0.7071,26,2.12,5.3816
"173",173,4340,4340,4340,1,1989-11-18,1989-11-18,1989-11-18,3.67,3.67,NA,3.67,0.3926,0.3926,NA,0.3926,12,12,NA,12,2.5993,4.4017
"174",174,4349,4354,4355,7,1989-11-27,1989-12-02,1989-12-03,4.3266,7.2312,1.6407,30.2862,0.8242,3.709,1.6287,5.7697,11.7143,14.5,1.5774,82,0.97,2.2826
"175",175,4359,4359,4359,1,1989-12-07,1989-12-07,1989-12-07,3.9479,3.9479,NA,3.9479,0.3658,0.3658,NA,0.3658,11,11,NA,11,3.5347,4.9662
"176",176,4377,4377,4378,2,1989-12-25,1989-12-25,1989-12-26,4.6752,5.4196,1.0527,9.3504,0.7508,1.5,1.0595,1.5016,11.25,12,1.0607,22.5,1.5113,1.6565
"177",177,4387,4387,4387,1,1990-01-04,1990-01-04,1990-01-04,4.3928,4.3928,NA,4.3928,0.4081,0.4081,NA,0.4081,11,11,NA,11,4.4856,2.5162
"178",178,4441,4442,4442,2,1990-02-27,1990-02-28,1990-02-28,5.0972,6.574,2.0885,10.1944,1.66,3.1439,2.0986,3.32,13,14.5,2.1213,26,2.9548,4.0964
"179",179,4460,4461,4461,2,1990-03-18,1990-03-19,1990-03-19,4.4768,4.9472,0.6653,8.9535,1.2268,1.7026,0.6729,2.4536,13.5,14,0.7071,27,0.9411,4.0601
"180",180,4484,4489,4489,6,1990-04-11,1990-04-16,1990-04-16,3.6138,5.795,1.4027,21.6825,0.3724,2.4945,1.3743,2.2347,14.5833,17,1.5303,87.5,0.4518,7.0942
"181",181,4502,4502,4502,1,1990-04-29,1990-04-29,1990-04-29,3.5818,3.5818,NA,3.5818,0.0284,0.0284,NA,0.0284,16,16,NA,16,4.4029,3.5949
"182",182,4522,4522,4522,1,1990-05-19,1990-05-19,1990-05-19,3.2352,3.2352,NA,3.2352,0.1032,0.1032,NA,0.1032,17.5,17.5,NA,17.5,3.9093,2.0904
"183",183,4529,4529,4529,1,1990-05-26,1990-05-26,1990-05-26,3.1576,3.1576,NA,3.1576,0.1984,0.1984,NA,0.1984,18,18,NA,18,2.4327,2.5662
"184",184,4533,4536,4536,4,1990-05-30,1990-06-02,1990-06-02,2.8016,3.704,1.365,11.2062,-0.0561,0.8584,1.3582,-0.2245,18,19,1.354,72,0.2922,4.0632
"185",185,4540,4540,4540,1,1990-06-06,1990-06-06,1990-06-06,2.9519,2.9519,NA,2.9519,0.1165,0.1165,NA,0.1165,18.5,18.5,NA,18.5,1.4349,3.5652
"186",186,4547,4547,4547,1,1990-06-13,1990-06-13,1990-06-13,3.0395,3.0395,NA,3.0395,0.1826,0.1826,NA,0.1826,19,19,NA,19,3.4496,1.5495
"187",187,4555,4555,4555,1,1990-06-21,1990-06-21,1990-06-21,3.1539,3.1539,NA,3.1539,0.351,0.351,NA,0.351,19.5,19.5,NA,19.5,3.4486,4.0542
"188",188,4568,4568,4568,1,1990-07-04,1990-07-04,1990-07-04,3.2608,3.2608,NA,3.2608,0.4684,0.4684,NA,0.4684,20.5,20.5,NA,20.5,0.925,2.0741
"189",189,4573,4573,4575,3,1990-07-09,1990-07-09,1990-07-11,2.5408,2.9323,0.5805,7.6224,-0.252,0.1458,0.5809,-0.7561,20.1667,20.5,0.5774,60.5,3.9422,0.658
"190",190,4583,4584,4585,3,1990-07-19,1990-07-20,1990-07-21,5.467,6.8003,1.237,16.4011,2.7525,4.0858,1.2351,8.2574,23.6667,25,1.2583,71,2.2765,3.0559
"191",191,4592,4592,4592,1,1990-07-28,1990-07-28,1990-07-28,3.4191,3.4191,NA,3.4191,0.6387,0.6387,NA,0.6387,22,22,NA,22,2.4675,3.0244
"192",192,4600,4608,4608,9,1990-08-05,1990-08-13,1990-08-13,3.1022,4.615,1.9746,27.9195,0.2808,1.8058,1.9829,2.5274,21.6111,23,1.9329,194.5,0.1749,4.9593
"193",193,4612,4612,4615,4,1990-08-17,1990-08-17,1990-08-20,3.7534,4.2941,0.6271,15.0138,0.928,1.4655,0.6234,3.712,21.875,22.5,0.6292,87.5,1.5493,0.5132
"194",194,4643,4643,4643,1,1990-09-17,1990-09-17,1990-09-17,2.7277,2.7277,NA,2.7277,0.1084,0.1084,NA,0.1084,18.5,18.5,NA,18.5,3.0936,1.9057
"195",195,4647,4648,4648,2,1990-09-21,1990-09-22,1990-09-22,4.6793,6.2329,2.1972,9.3585,2.0197,3.5761,2.2012,4.0393,20,21.5,2.1213,40,2.4397,4.3905
"196",196,4698,4698,4699,2,1990-11-11,1990-11-11,1990-11-12,5.2245,6.9163,2.3926,10.4489,2.1513,3.861,2.4179,4.3026,14.25,16,2.4749,28.5,10.1183,4.3847
"197",197,4759,4759,4759,1,1991-01-11,1991-01-11,1991-01-11,4.2587,4.2587,NA,4.2587,0.3126,0.3126,NA,0.3126,11,11,NA,11,3.9787,3.0228
"198",198,4779,4779,4779,1,1991-01-31,1991-01-31,1991-01-31,5.2573,5.2573,NA,5.2573,1.3529,1.3529,NA,1.3529,12.5,12.5,NA,12.5,4.4855,2.5126
"199",199,4805,4805,4806,2,1991-02-26,1991-02-26,1991-02-27,3.6418,3.6632,0.0303,7.2836,0.1842,0.1923,0.0115,0.3684,11.5,11.5,0,23,0.9604,0.7107
"200",200,4853,4853,4854,2,1991-04-15,1991-04-15,1991-04-16,5.0923,6.3896,1.8347,10.1846,1.8082,3.1219,1.8579,3.6164,16.25,17.5,1.7678,32.5,3.9039,2.7611
"201",201,4868,4869,4870,3,1991-04-30,1991-05-01,1991-05-02,4.7267,5.3937,0.5852,14.18,1.1735,1.8348,0.5795,3.5206,17.3333,18,0.5774,52,1.0729,1.7611
"202",202,4951,4952,4952,2,1991-07-22,1991-07-23,1991-07-23,5.1623,6.1357,1.3766,10.3246,2.4516,3.4274,1.38,4.9032,23.5,24.5,1.4142,47,1.9461,6.5505
"203",203,4995,4995,4995,1,1991-09-04,1991-09-04,1991-09-04,3.1084,3.1084,NA,3.1084,0.4539,0.4539,NA,0.4539,20,20,NA,20,1.0822,3.9169
"204",204,5007,5008,5008,2,1991-09-16,1991-09-17,1991-09-17,3.1809,3.2277,0.0662,6.3618,0.568,0.6084,0.0571,1.1361,19,19,0,38,1.7593,2.9057
"205",205,5026,5026,5026,1,1991-10-05,1991-10-05,1991-10-05,3.8263,3.8263,NA,3.8263,1.1829,1.1829,NA,1.1829,17.5,17.5,NA,17.5,3.6204,2.3812
"206",206,5030,5031,5031,2,1991-10-09,1991-10-10,1991-10-10,6.3807,8.4445,2.9186,12.7615,3.687,5.7435,2.9083,7.3741,19.5,21.5,2.8284,39,4.1265,6.3706
"207",207,5035,5035,5035,1,1991-10-14,1991-10-14,1991-10-14,3.469,3.469,NA,3.469,0.7435,0.7435,NA,0.7435,16,16,NA,16,2.1315,4.3657
"208",208,5058,5058,5058,1,1991-11-06,1991-11-06,1991-11-06,3.8139,3.8139,NA,3.8139,0.8287,0.8287,NA,0.8287,13.5,13.5,NA,13.5,2.1261,1.3746
"209",209,5062,5063,5063,2,1991-11-10,1991-11-11,1991-11-11,3.8571,3.9163,0.0837,7.7143,0.8126,0.861,0.0684,1.6252,13,13,0,26,0.9517,4.3837
"210",210,5085,5085,5085,1,1991-12-03,1991-12-03,1991-12-03,4.2834,4.2834,NA,4.2834,0.7413,0.7413,NA,0.7413,11.5,11.5,NA,11.5,4.0522,1.9521
"211",211,5105,5107,5113,9,1991-12-23,1991-12-25,1991-12-31,3.9848,5.4196,1.5404,35.8633,0.0394,1.5,1.5503,0.3548,10.5556,12,1.5501,95,1.1132,0.3054
"212",212,5121,5121,5121,1,1992-01-08,1992-01-08,1992-01-08,5.8218,5.8218,NA,5.8218,1.8435,1.8435,NA,1.8435,12.5,12.5,NA,12.5,5.9804,3.5199
"213",213,5131,5131,5132,2,1992-01-18,1992-01-18,1992-01-19,4.7882,5.5544,1.0836,9.5764,0.8863,1.6597,1.0938,1.7726,11.75,12.5,1.0607,23.5,6.9646,1.8644
"214",214,5137,5137,5142,6,1992-01-24,1992-01-24,1992-01-29,3.9953,5.8844,1.4865,23.9718,0.0534,1.9529,1.4926,0.3206,11.1667,13,1.472,67,5.9735,0.3374
"215",215,5147,5147,5147,1,1992-02-03,1992-02-03,1992-02-03,6.2258,6.2258,NA,6.2258,2.319,2.319,NA,2.319,13.5,13.5,NA,13.5,2.4912,5.5061
"216",216,5156,5156,5156,1,1992-02-12,1992-02-12,1992-02-12,4.1143,4.1143,NA,4.1143,0.309,0.309,NA,0.309,11.5,11.5,NA,11.5,4.9764,3.0262
"217",217,5168,5169,5172,5,1992-02-24,1992-02-25,1992-02-28,5.46,7.7028,1.4632,27.2998,1.989,4.2084,1.4486,9.9452,13.3,15.5,1.4405,66.5,2.2968,1.3295
"218",218,5181,5181,5181,1,1992-03-08,1992-03-08,1992-03-08,3.5818,3.5818,NA,3.5818,0.2977,0.2977,NA,0.2977,12,12,NA,12,3.4387,1.5612
"219",219,5185,5185,5186,2,1992-03-12,1992-03-12,1992-03-13,5.8177,5.8465,0.0408,11.6353,2.5575,2.5897,0.0456,5.1149,14.5,14.5,0,29,5.4421,1.7238
"220",220,5202,5202,5205,4,1992-03-29,1992-03-29,1992-04-01,2.5741,4.8048,1.9042,10.2963,-0.5057,1.7274,1.9017,-2.0226,12.375,14.5,1.8875,49.5,3.9328,0.5717
"221",221,5216,5216,5219,4,1992-04-12,1992-04-12,1992-04-15,3.4061,5.1707,1.796,13.6243,0.1662,1.9606,1.7977,0.665,14.375,16,1.797,57.5,2.4075,0.3795
"222",222,5223,5223,5223,1,1992-04-19,1992-04-19,1992-04-19,3.5154,3.5154,NA,3.5154,0.1397,0.1397,NA,0.1397,15,15,NA,15,2.4074,7.5919
"223",223,5228,5228,5228,1,1992-04-24,1992-04-24,1992-04-24,7.0601,7.0601,NA,7.0601,3.5752,3.5752,NA,3.5752,19,19,NA,19,4.406,8.0954
"224",224,5249,5249,5249,1,1992-05-15,1992-05-15,1992-05-15,5.6014,5.6014,NA,5.6014,2.3129,2.3129,NA,2.3129,19.5,19.5,NA,19.5,5.4052,4.0915
"225",225,5257,5257,5258,2,1992-05-23,1992-05-23,1992-05-24,3.5878,3.8783,0.4108,7.1756,0.5629,0.8452,0.3992,1.1258,18.25,18.5,0.3536,36.5,4.4125,0.7448
"226",226,5287,5290,5290,4,1992-06-22,1992-06-25,1992-06-25,3.6385,5.423,2.1359,14.5541,0.851,2.6413,2.1393,3.4039,20.125,22,2.1747,80.5,0.8703,4.5696
"227",227,5313,5313,5314,2,1992-07-18,1992-07-18,1992-07-19,4.1355,4.4143,0.3943,8.271,1.4216,1.6958,0.3878,2.8432,22.25,22.5,0.3536,44.5,2.4421,1.7239
"228",228,5337,5337,5337,1,1992-08-11,1992-08-11,1992-08-11,3.0448,3.0448,NA,3.0448,0.2413,0.2413,NA,0.2413,21.5,21.5,NA,21.5,3.0318,1.4661
"229",229,5345,5348,5348,4,1992-08-19,1992-08-22,1992-08-22,2.5001,3.0988,1.026,10.0004,-0.3265,0.2703,1.0247,-1.3058,20.5,21,1,82,0.6348,1.9295
"230",230,5385,5385,5388,4,1992-09-28,1992-09-28,1992-10-01,2.3884,3.4465,1.5076,9.5537,-0.2708,0.7848,1.507,-1.0833,16.75,18,1.5546,67,3.6268,0.7296
"231",231,5406,5409,5409,4,1992-10-19,1992-10-22,1992-10-22,2.2041,4.0168,1.8438,8.8164,-0.4968,1.3258,1.8432,-1.9871,13.875,15.5,1.797,55.5,0.4832,1.3774
"232",232,5443,5444,5444,2,1992-11-25,1992-11-26,1992-11-26,6.5763,7.3627,1.1121,13.1526,3.1204,3.9026,1.1063,6.2407,14.25,15,1.0607,28.5,1.9071,6.9327
"233",233,5509,5514,5518,10,1993-01-30,1993-02-04,1993-02-08,6.1784,10.2197,2.5628,61.7839,2.2836,6.319,2.5605,22.8356,13.45,17.5,2.5653,134.5,1.0802,1.3963
"234",234,5540,5540,5541,2,1993-03-02,1993-03-02,1993-03-03,3.9021,3.9285,0.0373,7.8043,0.5309,0.5471,0.0228,1.0619,12,12,0,24,4.4509,1.2205
"235",235,5550,5550,5550,1,1993-03-12,1993-03-12,1993-03-12,5.3465,5.3465,NA,5.3465,2.0897,2.0897,NA,2.0897,14,14,NA,14,3.4421,3.0577
"236",236,5566,5566,5569,4,1993-03-28,1993-03-28,1993-03-31,2.1444,3.372,1.4498,8.5775,-0.9335,0.2919,1.4463,-3.7339,11.875,13,1.4361,47.5,0.9338,0.7126
"237",237,5611,5617,5632,22,1993-05-12,1993-05-18,1993-06-02,3.1123,10.8259,3.1275,68.4709,0.043,7.6677,3.1063,0.9455,17.6364,25,3.0945,388,1.1,0.5905
"238",238,5694,5695,5696,3,1993-08-03,1993-08-04,1993-08-05,6.871,9.3689,2.4908,20.6131,4.0103,6.5048,2.4839,12.0309,25.5,28,2.5,76.5,3.1761,4.4806
"239",239,5728,5728,5728,1,1993-09-06,1993-09-06,1993-09-06,2.7739,2.7739,NA,2.7739,0.1152,0.1152,NA,0.1152,19.5,19.5,NA,19.5,4.0824,2.4177
"240",240,5753,5754,5755,3,1993-10-01,1993-10-02,1993-10-03,3.1226,3.456,0.315,9.3677,0.4692,0.8026,0.3162,1.4077,17.1667,17.5,0.2887,51.5,1.4599,1.2081
"241",241,5778,5781,5781,4,1993-10-26,1993-10-29,1993-10-29,3.3066,5.3568,1.7336,13.2265,0.5395,2.5677,1.7249,2.1581,14.125,16,1.652,56.5,0.76,3.3851
"242",242,5842,5842,5842,1,1993-12-29,1993-12-29,1993-12-29,4.4451,4.4451,NA,4.4451,0.471,0.471,NA,0.471,11,11,NA,11,0.5007,0.5014
"243",243,5903,5903,5906,4,1994-02-28,1994-02-28,1994-03-03,3.214,4.574,1.093,12.8559,-0.1787,1.1439,1.0753,-0.7148,11.25,12.5,1.0408,45,2.9536,0.9932
"244",244,5911,5911,5911,1,1994-03-08,1994-03-08,1994-03-08,4.5818,4.5818,NA,4.5818,1.2977,1.2977,NA,1.2977,13,13,NA,13,4.4387,4.0612
"245",245,5930,5931,5931,2,1994-03-27,1994-03-28,1994-03-28,5.4051,6.872,2.0745,10.8102,2.3161,3.7919,2.0871,4.6322,15,16.5,2.1213,30,2.2672,4.0672
"246",246,5943,5943,5943,1,1994-04-09,1994-04-09,1994-04-09,3.4486,3.4486,NA,3.4486,0.3171,0.3171,NA,0.3171,14,14,NA,14,4.4111,3.5918
"247",247,5968,5968,5968,1,1994-05-04,1994-05-04,1994-05-04,4.1091,4.1091,NA,4.1091,0.5606,0.5606,NA,0.5606,17,17,NA,17,2.4043,2.0958
"248",248,5972,5972,5972,1,1994-05-08,1994-05-08,1994-05-08,4.2325,4.2325,NA,4.2325,0.7145,0.7145,NA,0.7145,17.5,17.5,NA,17.5,0.9074,3.5899
"249",249,5981,5982,5983,3,1994-05-17,1994-05-18,1994-05-19,5.8262,7.3259,1.7406,17.4787,2.6623,4.1677,1.7675,7.987,20,21.5,1.8028,60,3.7414,2.9239
"250",250,6045,6045,6045,1,1994-07-20,1994-07-20,1994-07-20,3.3003,3.3003,NA,3.3003,0.5858,0.5858,NA,0.5858,21.5,21.5,NA,21.5,1.4436,1.0562
"251",251,6049,6049,6049,1,1994-07-24,1994-07-24,1994-07-24,4.5852,4.5852,NA,4.5852,1.8645,1.8645,NA,1.8645,23,23,NA,23,2.4495,6.0484
"252",252,6064,6066,6066,3,1994-08-08,1994-08-10,1994-08-10,2.151,3.013,1.4446,6.4529,-0.6671,0.1987,1.4439,-2.0013,20.6667,21.5,1.4434,62,0.2275,2.9682
"253",253,6103,6103,6103,1,1994-09-16,1994-09-16,1994-09-16,5.6341,5.6341,NA,5.6341,3.0277,3.0277,NA,3.0277,21.5,21.5,NA,21.5,5.0908,3.9064
"254",254,6140,6140,6140,1,1994-10-23,1994-10-23,1994-10-23,3.1394,3.1394,NA,3.1394,0.4387,0.4387,NA,0.4387,14.5,14.5,NA,14.5,5.6226,1.8754
"255",255,6217,6217,6217,1,1995-01-08,1995-01-08,1995-01-08,6.3218,6.3218,NA,6.3218,2.3435,2.3435,NA,2.3435,13,13,NA,13,2.4804,6.5199
"256",256,6236,6237,6244,9,1995-01-27,1995-01-28,1995-02-04,4.3167,7.2978,1.8064,38.8505,0.399,3.3529,1.7945,3.5906,11.5556,14.5,1.7931,104,3.1498,0.4107
"257",257,6259,6259,6259,1,1995-02-19,1995-02-19,1995-02-19,3.909,3.909,NA,3.909,0.2829,0.2829,NA,0.2829,11.5,11.5,NA,11.5,2.4688,1.5315
"258",258,6296,6297,6298,3,1995-03-28,1995-03-29,1995-03-30,5.6376,7.3048,1.5071,16.9127,2.5607,4.2274,1.5076,7.6822,15.3333,17,1.5275,46,2.9331,2.7363
"259",259,6323,6327,6327,5,1995-04-24,1995-04-28,1995-04-28,5.1698,5.6789,0.5686,25.849,1.6507,2.1252,0.573,8.2534,17.3,18,0.5701,86.5,0.4604,4.5971
"260",260,6336,6336,6336,1,1995-05-07,1995-05-07,1995-05-07,5.3251,5.3251,NA,5.3251,1.7952,1.7952,NA,1.7952,18.5,18.5,NA,18.5,3.4057,4.0926
"261",261,6349,6353,6354,6,1995-05-20,1995-05-24,1995-05-25,3.761,5.2973,1.3467,22.5662,0.7134,2.2806,1.3586,4.2807,18.3333,20,1.4024,110,0.7461,1.2374
"262",262,6367,6368,6368,2,1995-06-07,1995-06-08,1995-06-08,3.1046,3.3225,0.3082,6.2092,0.2697,0.4874,0.3079,0.5393,18.75,19,0.3536,37.5,1.4355,1.0617
"263",263,6386,6389,6390,5,1995-06-26,1995-06-29,1995-06-30,4.7032,6.6267,1.3693,23.5162,1.9153,3.8506,1.3753,9.5764,21.5,23.5,1.4577,107.5,1.4253,2.5733
"264",264,6396,6396,6396,1,1995-07-06,1995-07-06,1995-07-06,3.1166,3.1166,NA,3.1166,0.3394,0.3394,NA,0.3394,20.5,20.5,NA,20.5,2.9299,2.5653
"265",265,6406,6408,6408,3,1995-07-16,1995-07-18,1995-07-18,4.1384,4.9143,0.9862,12.4151,1.4254,2.1958,0.9806,4.2761,22.1667,23,1.0408,66.5,1.1429,4.5576
"266",266,6454,6455,6455,2,1995-09-02,1995-09-03,1995-09-03,3.4863,3.5262,0.0564,6.9727,0.8261,0.8665,0.0571,1.6523,20.5,20.5,0,41,0.5792,2.4178
"267",267,6462,6462,6468,7,1995-09-10,1995-09-10,1995-09-16,2.509,4.1049,1.1763,17.5633,-0.1137,1.4735,1.1765,-0.7956,18.6429,20.5,1.215,130.5,2.5827,0.296
"268",268,6474,6474,6475,2,1995-09-22,1995-09-22,1995-09-23,4.5377,5.2329,0.9832,9.0753,1.8826,2.5761,0.9808,3.7651,19.75,20.5,1.0607,39.5,2.6073,1.5559
"269",269,6501,6501,6501,1,1995-10-19,1995-10-19,1995-10-19,3.1403,3.1403,NA,3.1403,0.4226,0.4226,NA,0.4226,15,15,NA,15,3.1295,4.3733
"270",270,6527,6527,6529,3,1995-11-14,1995-11-14,1995-11-16,5.1975,7.7572,2.2845,15.5924,2.0017,4.5877,2.3038,6.0051,13.8333,16.5,2.3629,41.5,8.6114,1.9948
"271",271,6535,6537,6537,3,1995-11-22,1995-11-24,1995-11-24,3.7992,4.2143,0.3619,11.3977,0.3757,0.7735,0.346,1.127,11.6667,12,0.2887,35,0.5836,3.4244
"272",272,6559,6560,6564,6,1995-12-16,1995-12-17,1995-12-21,4.305,7.267,1.804,25.8301,0.4959,3.4939,1.8169,2.9756,11,14,1.8166,66,3.5306,0.8101
"273",273,6569,6571,6571,3,1995-12-26,1995-12-28,1995-12-28,4.1047,5.4444,1.5291,12.3141,0.1634,1.4871,1.5212,0.4903,10.6667,12,1.5275,32,0.8077,3.9993
"274",274,6609,6609,6609,1,1996-02-04,1996-02-04,1996-02-04,6.7197,6.7197,NA,6.7197,2.819,2.819,NA,2.819,14,14,NA,14,6.4939,5.0036
"275",275,6686,6686,6686,1,1996-04-21,1996-04-21,1996-04-21,4.334,4.334,NA,4.334,0.9139,0.9139,NA,0.9139,16,16,NA,16,3.4105,2.5892
"276",276,6779,6779,6779,1,1996-07-23,1996-07-23,1996-07-23,3.1357,3.1357,NA,3.1357,0.4274,0.4274,NA,0.4274,21.5,21.5,NA,21.5,2.9468,2.5505
"277",277,6799,6799,6799,1,1996-08-12,1996-08-12,1996-08-12,3.5787,3.5787,NA,3.5787,0.7735,0.7735,NA,0.7735,22,22,NA,22,5.0339,2.4637
"278",278,6815,6816,6816,2,1996-08-28,1996-08-29,1996-08-29,4.8369,5.1269,0.4101,9.6739,2.0842,2.3826,0.422,4.1684,22.25,22.5,0.3536,44.5,1.2464,4.9196
"279",279,6829,6829,6829,1,1996-09-11,1996-09-11,1996-09-11,4.1889,4.1889,NA,4.1889,1.56,1.56,NA,1.56,20.5,20.5,NA,20.5,2.584,6.4146
"280",280,6852,6852,6852,1,1996-10-04,1996-10-04,1996-10-04,3.7059,3.7059,NA,3.7059,1.0606,1.0606,NA,1.0606,17.5,17.5,NA,17.5,4.6241,2.3796
"281",281,6986,6986,6986,1,1997-02-15,1997-02-15,1997-02-15,4.0295,4.0295,NA,4.0295,0.2768,0.2768,NA,0.2768,11.5,11.5,NA,11.5,3.4702,2.5304
"282",282,7052,7052,7052,1,1997-04-22,1997-04-22,1997-04-22,7.7448,7.7448,NA,7.7448,4.301,4.301,NA,4.301,19.5,19.5,NA,19.5,5.9108,6.0907
